                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                0.53041,                0.33846,                0.84735,                0.97233,                0.96534,                 0.9789,                0.88203,                0.49304,                0.26715,                0.80185,                0.00406,                0.00406,                0.00406
                    152,                0.52687,                0.33677,                0.84654,                0.97222,                0.96545,                0.97886,                0.88193,                0.49224,                0.26756,                0.80185,              0.0040204,              0.0040204,              0.0040204
                    153,                0.53092,                0.34071,                0.84733,                0.97195,                0.96613,                0.97885,                0.88163,                 0.4919,                0.26718,                0.80181,              0.0039808,              0.0039808,              0.0039808
                    154,                0.52572,                0.33774,                0.84674,                0.97122,                0.96519,                0.97825,                0.88204,                0.49191,                0.26725,                0.80178,              0.0039412,              0.0039412,              0.0039412
                    155,                 0.5237,                0.33707,                0.84498,                0.97158,                0.96494,                0.97832,                0.88195,                0.49226,                 0.2671,                0.80177,              0.0039016,              0.0039016,              0.0039016
                    156,                0.52479,                0.33787,                 0.8465,                0.97168,                0.96475,                0.97839,                0.88248,                0.49163,                0.26674,                0.80176,               0.003862,               0.003862,               0.003862
                    157,                0.52619,                0.33531,                0.84577,                0.97289,                0.96468,                0.97849,                0.88263,                0.49162,                0.26699,                0.80178,              0.0038224,              0.0038224,              0.0038224
                    158,                0.52507,                0.33706,                0.84491,                0.97303,                 0.9647,                0.97854,                 0.8831,                0.49149,                 0.2667,                0.80177,              0.0037828,              0.0037828,              0.0037828
                    159,                0.52424,                0.33459,                 0.8436,                0.97309,                 0.9647,                0.97854,                0.88319,                0.49158,                0.26638,                0.80172,              0.0037432,              0.0037432,              0.0037432
                    160,                 0.5207,                 0.3313,                0.84461,                0.97419,                0.96567,                  0.979,                0.88304,                0.49139,                0.26634,                 0.8017,              0.0037036,              0.0037036,              0.0037036
                    161,                0.52072,                0.33226,                0.84506,                0.97408,                0.96555,                0.97906,                0.88347,                0.49119,                0.26652,                0.80166,               0.003664,               0.003664,               0.003664
                    162,                0.52149,                0.33308,                0.84538,                0.97404,                0.96558,                0.97914,                 0.8831,                0.49156,                0.26663,                0.80167,              0.0036244,              0.0036244,              0.0036244
                    163,                0.52163,                0.33522,                0.84437,                0.97405,                0.96554,                 0.9791,                0.88294,                0.49168,                0.26636,                0.80171,              0.0035848,              0.0035848,              0.0035848
                    164,                0.51777,                0.33422,                0.84471,                0.97406,                0.96552,                0.97904,                0.88261,                0.49159,                0.26589,                 0.8017,              0.0035452,              0.0035452,              0.0035452
                    165,                0.51829,                0.32992,                0.84373,                 0.9735,                0.96552,                0.97908,                 0.8826,                0.49177,                0.26608,                0.80174,              0.0035056,              0.0035056,              0.0035056
                    166,                 0.5183,                0.32915,                0.84335,                0.97196,                0.96625,                0.97899,                0.88304,                0.49191,                0.26589,                0.80171,               0.003466,               0.003466,               0.003466
                    167,                0.51607,                0.33138,                0.84396,                0.97194,                0.96632,                0.97902,                0.88325,                0.49163,                0.26602,                 0.8016,              0.0034264,              0.0034264,              0.0034264
                    168,                0.51779,                0.32832,                0.84257,                0.97197,                0.96635,                0.97906,                0.88252,                0.49201,                0.26626,                0.80163,              0.0033868,              0.0033868,              0.0033868
                    169,                0.51575,                0.32678,                 0.8422,                0.97195,                 0.9664,                0.97908,                0.88316,                0.49221,                0.26626,                0.80165,              0.0033472,              0.0033472,              0.0033472
                    170,                 0.5157,                0.32771,                0.84278,                0.97199,                 0.9664,                0.97906,                0.88318,                0.49236,                0.26608,                0.80178,              0.0033076,              0.0033076,              0.0033076
                    171,                 0.5165,                0.32996,                0.84402,                0.97226,                0.96622,                0.97902,                 0.8833,                0.49229,                0.26609,                0.80173,               0.003268,               0.003268,               0.003268
                    172,                0.51846,                0.32811,                0.84291,                0.97207,                0.96638,                0.97903,                0.88305,                0.49257,                0.26626,                0.80171,              0.0032284,              0.0032284,              0.0032284
                    173,                0.51062,                0.32636,                0.84279,                0.97206,                0.96641,                0.97906,                0.88372,                0.49266,                0.26598,                0.80167,              0.0031888,              0.0031888,              0.0031888
                    174,                0.50933,                0.32172,                0.84079,                0.97211,                0.96638,                0.97911,                0.88339,                0.49248,                0.26553,                0.80167,              0.0031492,              0.0031492,              0.0031492
                    175,                0.51172,                0.32469,                 0.8424,                0.97206,                0.96643,                0.97903,                0.88365,                0.49237,                0.26516,                0.80173,              0.0031096,              0.0031096,              0.0031096
                    176,                0.51118,                 0.3266,                  0.844,                0.97212,                 0.9664,                0.97916,                0.88352,                0.49205,                0.26523,                0.80165,                0.00307,                0.00307,                0.00307
                    177,                0.50599,                0.32149,                0.84078,                0.97217,                0.96636,                0.97907,                0.88392,                0.49226,                0.26516,                0.80164,              0.0030304,              0.0030304,              0.0030304
                    178,                0.50782,                0.32062,                0.84301,                0.97214,                0.96641,                0.97915,                0.88363,                0.49236,                0.26503,                0.80169,              0.0029908,              0.0029908,              0.0029908
                    179,                0.51193,                0.32419,                0.84365,                0.97207,                0.96643,                0.97904,                0.88356,                0.49247,                0.26459,                0.80169,              0.0029512,              0.0029512,              0.0029512
                    180,                0.50861,                 0.3221,                0.84189,                0.97208,                0.96645,                0.97902,                0.88385,                0.49236,                0.26467,                0.80172,              0.0029116,              0.0029116,              0.0029116
                    181,                0.50907,                0.32373,                0.84274,                0.97209,                0.96647,                0.97896,                0.88328,                0.49243,                0.26449,                0.80174,               0.002872,               0.002872,               0.002872
                    182,                0.51495,                0.32625,                0.84306,                0.97202,                0.96657,                  0.979,                0.88283,                0.49235,                0.26454,                0.80172,              0.0028324,              0.0028324,              0.0028324
                    183,                0.50668,                 0.3219,                 0.8408,                0.97204,                 0.9666,                0.97897,                0.88306,                0.49272,                 0.2643,                0.80165,              0.0027928,              0.0027928,              0.0027928
                    184,                0.50516,                 0.3181,                0.84115,                0.97205,                0.96657,                0.97899,                0.88353,                0.49277,                0.26452,                0.80164,              0.0027532,              0.0027532,              0.0027532
                    185,                0.50296,                0.31915,                0.84122,                0.97198,                0.96648,                0.97898,                0.88382,                0.49253,                0.26438,                0.80165,              0.0027136,              0.0027136,              0.0027136
                    186,                0.50057,                0.31774,                0.83915,                0.97198,                0.96649,                0.97874,                0.88316,                0.49254,                 0.2641,                 0.8016,               0.002674,               0.002674,               0.002674
                    187,                0.50172,                0.31634,                0.84069,                 0.9719,                0.96644,                0.97873,                0.88352,                 0.4924,                0.26445,                0.80159,              0.0026344,              0.0026344,              0.0026344
                    188,                0.50247,                0.31944,                0.84115,                0.97201,                 0.9663,                0.97885,                0.88329,                 0.4926,                0.26433,                0.80158,              0.0025948,              0.0025948,              0.0025948
                    189,                0.50212,                 0.3172,                0.84003,                0.97205,                0.96617,                0.97882,                0.88332,                0.49279,                0.26439,                0.80165,              0.0025552,              0.0025552,              0.0025552
                    190,                0.49938,                0.31805,                   0.84,                0.97119,                0.96529,                0.97769,                0.88269,                 0.4928,                0.26424,                0.80159,              0.0025156,              0.0025156,              0.0025156
                    191,                0.49705,                0.31472,                0.83907,                0.97114,                0.96546,                 0.9777,                0.88296,                0.49257,                0.26418,                0.80154,               0.002476,               0.002476,               0.002476
                    192,                0.49804,                0.31477,                 0.8404,                0.97125,                0.96548,                0.97771,                0.88316,                0.49264,                0.26447,                0.80157,              0.0024364,              0.0024364,              0.0024364
                    193,                0.49515,                0.31356,                0.83847,                0.97103,                0.96557,                0.97758,                0.88333,                0.49267,                0.26451,                0.80147,              0.0023968,              0.0023968,              0.0023968
                    194,                0.49828,                0.31613,                 0.8395,                0.97094,                 0.9653,                0.97761,                0.88351,                0.49261,                0.26463,                0.80141,              0.0023572,              0.0023572,              0.0023572
                    195,                0.49428,                0.31184,                0.83702,                0.97118,                0.96554,                0.97761,                0.88331,                0.49252,                0.26439,                0.80139,              0.0023176,              0.0023176,              0.0023176
                    196,                 0.4957,                0.31449,                0.83942,                0.97122,                0.96553,                0.97756,                0.88318,                0.49257,                0.26373,                0.80151,               0.002278,               0.002278,               0.002278
                    197,                0.49925,                0.31536,                 0.8406,                0.97141,                0.96549,                0.97759,                0.88325,                0.49254,                0.26366,                0.80143,              0.0022384,              0.0022384,              0.0022384
                    198,                0.49737,                0.31426,                0.84152,                0.97132,                 0.9654,                0.97759,                0.88292,                0.49275,                0.26352,                0.80148,              0.0021988,              0.0021988,              0.0021988
                    199,                 0.4914,                0.31039,                0.83832,                0.97139,                0.96544,                0.97763,                0.88352,                0.49271,                0.26351,                0.80161,              0.0021592,              0.0021592,              0.0021592
                    200,                0.49312,                0.31154,                0.83789,                0.97217,                0.96461,                0.97801,                0.88253,                0.49248,                0.26395,                0.80157,              0.0021196,              0.0021196,              0.0021196
                    201,                0.48996,                0.30807,                0.83826,                0.97217,                0.96458,                0.97759,                0.88325,                0.49235,                0.26322,                0.80161,                0.00208,                0.00208,                0.00208
                    202,                0.48925,                0.30742,                 0.8377,                0.97203,                0.96453,                 0.9774,                0.88318,                0.49203,                 0.2634,                0.80167,              0.0020404,              0.0020404,              0.0020404
                    203,                0.49066,                0.30954,                0.83827,                0.97203,                0.96446,                0.97748,                0.88328,                0.49235,                0.26295,                0.80159,              0.0020008,              0.0020008,              0.0020008
                    204,                0.49019,                0.30927,                0.83857,                0.97201,                0.96454,                0.97755,                  0.883,                0.49219,                0.26317,                0.80161,              0.0019612,              0.0019612,              0.0019612
                    205,                 0.4897,                0.30891,                0.83872,                 0.9729,                0.96547,                0.97934,                0.88307,                0.49211,                0.26299,                0.80165,              0.0019216,              0.0019216,              0.0019216
                    206,                0.48677,                0.30478,                0.83691,                0.97292,                0.96552,                0.97991,                0.88367,                 0.4922,                0.26313,                0.80171,               0.001882,               0.001882,               0.001882
                    207,                0.48546,                0.30297,                0.83789,                 0.9729,                 0.9656,                0.97936,                0.88376,                0.49218,                0.26323,                0.80171,              0.0018424,              0.0018424,              0.0018424
                    208,                0.48208,                0.30204,                0.83678,                0.97288,                0.96569,                0.97935,                0.88372,                0.49191,                0.26282,                0.80167,              0.0018028,              0.0018028,              0.0018028
                    209,                0.48624,                0.30725,                0.83714,                 0.9729,                0.96566,                0.97996,                0.88439,                0.49168,                0.26303,                0.80156,              0.0017632,              0.0017632,              0.0017632
                    210,                0.48522,                0.30504,                0.83868,                0.97297,                0.96567,                 0.9794,                0.88418,                0.49159,                0.26283,                0.80163,              0.0017236,              0.0017236,              0.0017236
                    211,                0.48132,                0.30383,                0.83743,                 0.9732,                0.96567,                0.97997,                 0.8838,                0.49128,                0.26286,                0.80159,               0.001684,               0.001684,               0.001684
                    212,                0.48229,                0.30536,                 0.8389,                0.97317,                0.96568,                0.97944,                0.88355,                0.49207,                0.26302,                0.80164,              0.0016444,              0.0016444,              0.0016444
                    213,                0.48072,                0.30097,                0.83687,                0.97315,                 0.9657,                0.97991,                0.88405,                0.49103,                0.26274,                0.80158,              0.0016048,              0.0016048,              0.0016048
                    214,                0.47714,                0.29798,                0.83578,                0.97314,                0.96572,                0.97941,                0.88462,                0.49131,                0.26282,                0.80153,              0.0015652,              0.0015652,              0.0015652
                    215,                0.48011,                0.29922,                0.83562,                0.97313,                0.96573,                0.97936,                 0.8843,                0.49159,                0.26265,                0.80156,              0.0015256,              0.0015256,              0.0015256
                    216,                0.47782,                0.30271,                0.83629,                0.97312,                0.96576,                0.97929,                0.88436,                0.49155,                0.26205,                0.80162,               0.001486,               0.001486,               0.001486
                    217,                0.47784,                0.29894,                0.83526,                0.97292,                0.96578,                0.97929,                0.88432,                0.49125,                 0.2625,                 0.8016,              0.0014464,              0.0014464,              0.0014464
                    218,                0.47562,                0.29926,                0.83616,                0.97281,                0.96583,                0.97929,                0.88432,                0.49158,                0.26222,                0.80147,              0.0014068,              0.0014068,              0.0014068
                    219,                 0.4775,                0.29834,                0.83577,                0.97277,                0.96589,                0.97939,                0.88401,                0.49149,                0.26265,                0.80147,              0.0013672,              0.0013672,              0.0013672
                    220,                0.47633,                0.29661,                  0.835,                0.97285,                0.96608,                0.97942,                0.88472,                0.49082,                0.26233,                0.80144,              0.0013276,              0.0013276,              0.0013276
                    221,                0.47369,                0.29883,                0.83541,                0.97287,                0.96606,                0.97935,                0.88377,                0.49076,                0.26257,                0.80144,               0.001288,               0.001288,               0.001288
                    222,                0.47557,                0.29877,                0.83569,                0.97286,                0.96609,                0.97934,                0.88389,                0.49048,                0.26253,                0.80138,              0.0012484,              0.0012484,              0.0012484
                    223,                0.47294,                0.29451,                0.83367,                0.97282,                0.96612,                0.97929,                0.88408,                0.49069,                0.26253,                0.80131,              0.0012088,              0.0012088,              0.0012088
                    224,                0.47056,                0.29425,                 0.8353,                0.97275,                0.96614,                 0.9793,                0.88462,                0.49075,                0.26257,                0.80133,              0.0011692,              0.0011692,              0.0011692
                    225,                0.47056,                0.29674,                0.83471,                0.97281,                 0.9663,                0.97929,                0.88455,                0.49056,                0.26254,                0.80133,              0.0011296,              0.0011296,              0.0011296
                    226,                0.47188,                0.29585,                0.83552,                0.97266,                0.96615,                0.97929,                0.88427,                0.49052,                 0.2621,                0.80135,                0.00109,                0.00109,                0.00109
                    227,                0.46871,                0.29295,                0.83149,                0.97271,                0.96611,                0.97935,                0.88497,                0.49027,                0.26216,                0.80126,              0.0010504,              0.0010504,              0.0010504
                    228,                0.47106,                0.29552,                0.83431,                0.97284,                0.96626,                 0.9793,                0.88513,                0.48999,                0.26184,                0.80127,              0.0010108,              0.0010108,              0.0010108
                    229,                0.46943,                0.29424,                0.83409,                0.97261,                0.96609,                0.97932,                 0.8847,                0.49016,                0.26228,                0.80119,              0.0009712,              0.0009712,              0.0009712
                    230,                0.46246,                0.28857,                0.83216,                 0.9726,                0.96606,                0.97937,                0.88535,                0.48999,                0.26233,                0.80114,              0.0009316,              0.0009316,              0.0009316
                    231,                0.46958,                0.29445,                0.83556,                0.97265,                0.96605,                0.97934,                0.88514,                0.48994,                0.26211,                0.80098,               0.000892,               0.000892,               0.000892
                    232,                0.46588,                0.29058,                0.83284,                0.97272,                0.96606,                0.97993,                0.88507,                0.48977,                0.26184,                0.80105,              0.0008524,              0.0008524,              0.0008524
                    233,                0.46861,                0.29261,                0.83441,                0.97274,                0.96605,                0.97933,                0.88499,                0.48999,                0.26203,                0.80097,              0.0008128,              0.0008128,              0.0008128
                    234,                0.46323,                0.28708,                0.83241,                0.97271,                0.96606,                0.97938,                0.88477,                0.48982,                0.26198,                0.80098,              0.0007732,              0.0007732,              0.0007732
                    235,                0.46284,                0.28815,                 0.8336,                0.97278,                0.96604,                0.97933,                0.88492,                 0.4899,                0.26183,                0.80101,              0.0007336,              0.0007336,              0.0007336
                    236,                0.45877,                0.28626,                0.83188,                0.97276,                0.96603,                0.97937,                0.88545,                 0.4899,                0.26195,                0.80097,               0.000694,               0.000694,               0.000694
                    237,                0.46324,                0.28808,                0.83319,                0.97259,                0.96601,                 0.9799,                0.88471,                0.49027,                0.26179,                0.80096,              0.0006544,              0.0006544,              0.0006544
                    238,                0.46125,                0.28854,                0.83387,                0.97209,                0.96542,                0.97938,                0.88473,                 0.4903,                0.26173,                0.80097,              0.0006148,              0.0006148,              0.0006148
                    239,                0.45875,                0.28567,                0.83108,                0.97251,                0.96556,                0.97939,                0.88471,                0.49009,                0.26181,                0.80092,              0.0005752,              0.0005752,              0.0005752
