                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.72956,                0.46418,                0.92554,                0.92341,                0.95883,                0.97126,                0.79739,                0.73694,                0.41867,                0.91727,             0.00025495,             0.00025495,             0.00025495
                    158,                0.72878,                0.46101,                0.92704,                0.92711,                0.94763,                0.97111,                0.80538,                  0.727,                0.41546,                0.91225,             0.00025231,             0.00025231,             0.00025231
                    159,                0.71594,                0.45407,                0.91615,                0.93159,                0.94041,                0.96539,                0.79804,                0.73837,                0.42583,                0.91719,             0.00024967,             0.00024967,             0.00024967
                    160,                 0.7131,                0.44669,                0.91514,                0.94884,                0.95719,                0.97166,                0.79963,                0.74033,                0.40943,                0.91698,             0.00024703,             0.00024703,             0.00024703
                    161,                0.71768,                0.44918,                0.92402,                0.93087,                0.94144,                0.96289,                0.79737,                0.73509,                0.42369,                0.91941,             0.00024439,             0.00024439,             0.00024439
                    162,                0.71287,                0.45082,                0.91678,                0.93551,                0.95975,                0.97239,                0.79969,                0.74036,                0.40665,                0.91835,             0.00024175,             0.00024175,             0.00024175
                    163,                0.70407,                0.44427,                0.92215,                 0.9265,                0.94131,                0.96819,                0.79867,                 0.7324,                0.42116,                0.91241,             0.00023911,             0.00023911,             0.00023911
                    164,                0.71205,                0.44498,                0.91789,                0.92993,                0.93635,                0.96244,                0.80622,                0.73298,                0.40913,                0.92022,             0.00023646,             0.00023646,             0.00023646
                    165,                0.70332,                0.44111,                0.91776,                 0.9322,                0.95159,                0.96623,                0.80414,                0.73815,                0.41353,                0.91175,             0.00023382,             0.00023382,             0.00023382
                    166,                0.67899,                0.42798,                0.90281,                0.95163,                0.94554,                0.97373,                0.80643,                0.72121,                0.39808,                0.91123,             0.00023118,             0.00023118,             0.00023118
                    167,                 0.7063,                0.45093,                0.91638,                0.91656,                0.94199,                 0.9603,                0.79278,                0.73368,                0.40738,                0.91692,             0.00022854,             0.00022854,             0.00022854
                    168,                0.69507,                0.44371,                0.91122,                0.94651,                0.95932,                0.97366,                0.81035,                 0.7477,                0.40107,                0.91554,              0.0002259,              0.0002259,              0.0002259
                    169,                0.68789,                0.43556,                0.90411,                0.94864,                0.95647,                0.97297,                0.81134,                0.72579,                0.39625,                0.91212,             0.00022326,             0.00022326,             0.00022326
                    170,                0.70691,                0.45384,                0.92085,                0.92951,                0.94953,                0.96928,                0.81224,                0.72485,                0.40456,                0.91373,             0.00022062,             0.00022062,             0.00022062
                    171,                0.66545,                0.42345,                0.90019,                 0.9569,                0.95648,                0.97744,                0.81624,                0.71881,                0.39457,                0.90938,             0.00021798,             0.00021798,             0.00021798
                    172,                0.68122,                0.42626,                0.90427,                0.94787,                0.94264,                0.97027,                0.80736,                0.73557,                0.40387,                0.92439,             0.00021533,             0.00021533,             0.00021533
                    173,                 0.7018,                0.44152,                0.90773,                0.92564,                0.94835,                0.97162,                0.81572,                0.72964,                0.39884,                0.91677,             0.00021269,             0.00021269,             0.00021269
                    174,                0.69507,                0.43811,                0.90637,                0.91859,                0.93684,                0.96856,                0.80884,                0.73146,                0.40536,                0.91656,             0.00021005,             0.00021005,             0.00021005
                    175,                0.68588,                0.44552,                0.91372,                0.94759,                 0.9322,                0.97512,                0.80717,                 0.7444,                0.40721,                0.92135,             0.00020741,             0.00020741,             0.00020741
                    176,                0.68879,                0.44063,                0.91425,                 0.9424,                0.95371,                0.97499,                0.81026,                0.71658,                0.39659,                0.90893,             0.00020477,             0.00020477,             0.00020477
                    177,                0.67148,                0.43879,                0.91266,                 0.9324,                0.93705,                0.97185,                0.80747,                0.73221,                0.40428,                0.91774,             0.00020213,             0.00020213,             0.00020213
                    178,                0.67306,                0.41938,                0.91131,                0.93961,                0.94245,                0.96689,                 0.8058,                0.73854,                0.40175,                0.91371,             0.00019949,             0.00019949,             0.00019949
                    179,                0.68457,                0.42693,                0.90147,                0.95037,                0.96248,                0.97226,                0.79668,                0.74321,                0.40419,                0.91036,             0.00019685,             0.00019685,             0.00019685
                    180,                0.67621,                0.43075,                0.90492,                0.92665,                0.95999,                0.97627,                0.80737,                0.71166,                0.40229,                0.91099,              0.0001942,              0.0001942,              0.0001942
                    181,                0.69289,                 0.4348,                0.90729,                0.93904,                0.96052,                0.97578,                0.80307,                 0.7522,                0.40157,                0.91455,             0.00019156,             0.00019156,             0.00019156
                    182,                0.68493,                0.43156,                0.91082,                0.89615,                0.94168,                0.96188,                0.80315,                0.72609,                 0.4087,                0.91354,             0.00018892,             0.00018892,             0.00018892
                    183,                0.66732,                0.41752,                0.90621,                0.93681,                0.94742,                0.96625,                 0.7998,                0.73936,                0.39728,                0.91408,             0.00018628,             0.00018628,             0.00018628
                    184,                0.66259,                0.41945,                0.89559,                0.92414,                 0.9514,                0.96633,                0.81131,                0.72266,                0.39907,                0.91431,             0.00018364,             0.00018364,             0.00018364
                    185,                0.68571,                0.43321,                0.90167,                0.93591,                0.94067,                0.96822,                0.80279,                0.75468,                0.40326,                0.91736,               0.000181,               0.000181,               0.000181
                    186,                0.68762,                0.43039,                0.91415,                0.93233,                0.94861,                0.97519,                0.81517,                0.71563,                0.40364,                0.91089,             0.00017836,             0.00017836,             0.00017836
                    187,                0.67456,                0.42859,                0.91288,                0.93027,                 0.9484,                0.97385,                0.81287,                0.71507,                0.39882,                0.90983,             0.00017571,             0.00017571,             0.00017571
                    188,                0.69624,                0.43012,                0.91152,                 0.9181,                0.95987,                0.97542,                0.79872,                 0.7353,                0.40949,                0.91511,             0.00017307,             0.00017307,             0.00017307
                    189,                0.67354,                0.41513,                 0.9014,                0.92067,                0.93874,                0.96742,                0.80466,                0.72541,                0.41056,                0.91823,             0.00017043,             0.00017043,             0.00017043
                    190,                0.66311,                0.41789,                0.90564,                0.94568,                0.94809,                0.97538,                0.80791,                0.71312,                 0.3941,                0.90878,             0.00016779,             0.00016779,             0.00016779
                    191,                0.66717,                0.41751,                0.89783,                 0.9403,                0.96142,                0.97785,                0.80897,                0.71792,                0.39059,                0.90866,             0.00016515,             0.00016515,             0.00016515
                    192,                0.67121,                 0.4128,                0.89818,                0.93176,                0.94905,                0.97821,                0.80769,                 0.7297,                0.38649,                0.91409,             0.00016251,             0.00016251,             0.00016251
                    193,                0.65933,                0.41054,                0.90046,                0.92495,                0.95741,                0.97249,                0.81113,                0.72507,                 0.3992,                0.91415,             0.00015987,             0.00015987,             0.00015987
                    194,                0.65737,                0.41001,                 0.9042,                0.93306,                0.94161,                0.96926,                0.80114,                0.73337,                0.39576,                0.92167,             0.00015723,             0.00015723,             0.00015723
                    195,                0.66114,                0.41319,                0.89872,                0.92246,                0.95679,                0.97582,                 0.8098,                0.72224,                0.39476,                0.91361,             0.00015458,             0.00015458,             0.00015458
                    196,                0.66878,                0.42629,                0.90338,                0.91352,                0.94162,                0.96423,                0.79916,                0.73815,                0.39497,                0.92427,             0.00015194,             0.00015194,             0.00015194
                    197,                0.64874,                0.40747,                0.89909,                0.94215,                0.93766,                0.96491,                0.80556,                0.71889,                0.38897,                0.91988,              0.0001493,              0.0001493,              0.0001493
                    198,                0.68788,                 0.4324,                0.91323,                0.94413,                0.95075,                0.97751,                0.80605,                0.72901,                0.38789,                 0.9168,             0.00014666,             0.00014666,             0.00014666
                    199,                0.64985,                0.40431,                0.89376,                0.94245,                0.94959,                0.97792,                0.80996,                0.71686,                0.38638,                0.91267,             0.00014402,             0.00014402,             0.00014402
                    200,                0.65593,                0.41146,                0.89171,                0.95233,                0.96151,                0.97889,                0.81946,                0.70835,                0.37557,                0.90764,             0.00014138,             0.00014138,             0.00014138
                    201,                0.62908,                0.38973,                0.88977,                0.94134,                0.95982,                0.97726,                0.81053,                0.71371,                0.37863,                0.91433,             0.00013874,             0.00013874,             0.00013874
                    202,                0.64625,                0.40836,                0.89797,                0.92416,                0.95721,                0.97587,                0.80834,                0.72331,                   0.39,                0.91156,             0.00013609,             0.00013609,             0.00013609
                    203,                0.65418,                0.41095,                0.90155,                0.91938,                0.95449,                0.97658,                0.80875,                0.70833,                0.38937,                0.91008,             0.00013345,             0.00013345,             0.00013345
                    204,                0.64262,                0.40337,                0.89388,                0.95048,                0.93165,                0.97574,                0.81034,                 0.7172,                0.39433,                0.91527,             0.00013081,             0.00013081,             0.00013081
                    205,                 0.6611,                0.41425,                0.89716,                0.93702,                0.95298,                0.97313,                0.80458,                0.74884,                0.40047,                0.91683,             0.00012817,             0.00012817,             0.00012817
                    206,                 0.6455,                0.40443,                0.89606,                0.93379,                 0.9474,                0.97192,                0.80089,                0.73125,                0.39413,                0.91776,             0.00012553,             0.00012553,             0.00012553
                    207,                0.64769,                0.39801,                0.89321,                0.94274,                0.93941,                0.96823,                0.79725,                0.74327,                 0.3884,                0.92403,             0.00012289,             0.00012289,             0.00012289
                    208,                0.63865,                0.39648,                0.88945,                0.93349,                0.94985,                0.96907,                0.79944,                0.73433,                 0.4004,                0.91886,             0.00012025,             0.00012025,             0.00012025
                    209,                0.64831,                0.39302,                0.89781,                0.92956,                0.95194,                0.97271,                 0.8024,                0.74238,                0.39878,                0.91792,             0.00011761,             0.00011761,             0.00011761
                    210,                0.63231,                0.39003,                0.89272,                0.93459,                0.96568,                 0.9738,                0.81262,                 0.7295,                0.38204,                0.91447,             0.00011496,             0.00011496,             0.00011496
                    211,                 0.6492,                0.40362,                 0.8951,                0.92734,                0.94683,                0.97261,                0.80455,                0.72633,                0.39117,                0.91472,             0.00011232,             0.00011232,             0.00011232
                    212,                0.64761,                0.40623,                0.89988,                0.92798,                0.95568,                0.97605,                0.80924,                0.72946,                0.38259,                  0.913,             0.00010968,             0.00010968,             0.00010968
                    213,                0.64465,                0.39425,                0.89661,                0.92163,                0.95467,                0.97089,                0.80347,                0.72276,                0.38468,                0.91078,             0.00010704,             0.00010704,             0.00010704
                    214,                0.63564,                0.40035,                 0.9053,                0.93785,                0.95661,                0.97381,                0.80524,                0.72058,                0.39225,                0.91339,              0.0001044,              0.0001044,              0.0001044
                    215,                0.64035,                0.40024,                0.89734,                0.92685,                0.95511,                0.97377,                0.80485,                0.72451,                0.39145,                0.91337,             0.00010176,             0.00010176,             0.00010176
                    216,                0.64771,                 0.4105,                0.89676,                0.92101,                0.95748,                0.97239,                0.80007,                 0.7312,                0.38937,                0.91155,             9.9116e-05,             9.9116e-05,             9.9116e-05
                    217,                0.64219,                0.39502,                0.90075,                0.92881,                 0.9465,                0.97188,                0.80423,                0.72574,                0.38898,                0.91516,             9.6475e-05,             9.6475e-05,             9.6475e-05
                    218,                0.65584,                0.40928,                0.90138,                0.92873,                0.95679,                0.97113,                0.80753,                0.71501,                0.37653,                0.91301,             9.3834e-05,             9.3834e-05,             9.3834e-05
                    219,                0.61588,                0.38123,                0.88508,                0.93719,                0.95282,                 0.9735,                 0.8035,                0.72506,                0.38366,                0.91251,             9.1192e-05,             9.1192e-05,             9.1192e-05
                    220,                0.63414,                0.39978,                0.88655,                0.95095,                0.92209,                0.96958,                0.80145,                0.72322,                0.38763,                0.91579,             8.8551e-05,             8.8551e-05,             8.8551e-05
                    221,                0.62598,                0.38941,                0.89992,                0.93332,                0.94277,                0.97157,                 0.8074,                0.72086,                0.38748,                0.91371,              8.591e-05,              8.591e-05,              8.591e-05
                    222,                0.64152,                0.39361,                0.89472,                0.94579,                0.95164,                 0.9726,                0.79972,                0.72869,                0.38659,                0.91292,             8.3268e-05,             8.3268e-05,             8.3268e-05
                    223,                0.62816,                0.39562,                0.89813,                0.93956,                0.94759,                0.97451,                0.80693,                0.71716,                0.38277,                 0.9147,             8.0627e-05,             8.0627e-05,             8.0627e-05
                    224,                0.61995,                 0.3892,                0.89034,                0.93861,                0.95624,                0.97526,                0.80714,                0.71601,                0.37756,                0.91048,             7.7986e-05,             7.7986e-05,             7.7986e-05
                    225,                0.62522,                0.39628,                0.88839,                0.91655,                0.95143,                0.96889,                0.80852,                0.71614,                0.37886,                0.90785,             7.5344e-05,             7.5344e-05,             7.5344e-05
                    226,                0.63154,                0.39375,                0.90071,                0.92527,                0.95303,                0.97421,                0.80754,                0.71698,                0.38195,                0.91038,             7.2703e-05,             7.2703e-05,             7.2703e-05
                    227,                0.62209,                0.38677,                 0.8923,                0.92132,                0.95889,                0.97498,                0.81211,                0.71419,                 0.3767,                0.90986,             7.0062e-05,             7.0062e-05,             7.0062e-05
                    228,                  0.617,                0.37855,                0.88501,                0.91366,                0.95831,                0.97407,                0.80615,                 0.7275,                0.37925,                0.91337,              6.742e-05,              6.742e-05,              6.742e-05
                    229,                0.61354,                0.37546,                0.88154,                0.93471,                0.95094,                0.97368,                0.80318,                0.72802,                0.38079,                0.91571,             6.4779e-05,             6.4779e-05,             6.4779e-05
                    230,                0.61687,                0.38829,                0.88699,                0.92351,                0.94072,                0.97345,                0.81068,                0.71879,                0.37949,                0.91179,             6.2138e-05,             6.2138e-05,             6.2138e-05
                    231,                 0.6062,                0.37865,                0.88732,                0.93849,                0.93167,                 0.9687,                0.80256,                0.73258,                0.37692,                0.91552,             5.9496e-05,             5.9496e-05,             5.9496e-05
                    232,                0.61833,                0.37759,                0.89234,                0.93652,                0.95393,                 0.9743,                0.80982,                 0.7227,                0.37838,                0.91074,             5.6855e-05,             5.6855e-05,             5.6855e-05
                    233,                0.62515,                0.39433,                0.88635,                0.93089,                0.95794,                  0.974,                0.80491,                0.71469,                0.37439,                 0.9113,             5.4214e-05,             5.4214e-05,             5.4214e-05
                    234,                0.60617,                0.38718,                0.88988,                0.93042,                0.95738,                0.97564,                0.80186,                 0.7228,                 0.3731,                0.91623,             5.1572e-05,             5.1572e-05,             5.1572e-05
                    235,                0.62211,                0.39057,                0.89838,                0.92807,                0.95573,                 0.9755,                0.80768,                0.71324,                0.37393,                0.91239,             4.8931e-05,             4.8931e-05,             4.8931e-05
                    236,                0.60136,                0.37112,                0.88117,                0.94088,                0.95497,                0.97501,                0.80716,                0.72514,                0.37171,                0.91391,              4.629e-05,              4.629e-05,              4.629e-05
                    237,                0.60847,                0.37687,                0.88709,                0.93393,                0.95468,                0.97441,                 0.8038,                0.73713,                0.37266,                0.91832,             4.3648e-05,             4.3648e-05,             4.3648e-05
                    238,                0.62395,                0.39294,                0.89992,                0.93936,                0.94383,                0.97437,                0.80785,                0.72757,                0.37013,                0.91502,             4.1007e-05,             4.1007e-05,             4.1007e-05
                    239,                0.60828,                0.38104,                 0.8895,                0.93716,                0.95543,                0.97574,                0.81075,                0.71657,                0.36497,                0.91213,             3.8366e-05,             3.8366e-05,             3.8366e-05
                    240,                0.61069,                0.37485,                0.88294,                  0.936,                0.96048,                0.97465,                0.80846,                0.71891,                0.36594,                0.91271,             3.5725e-05,             3.5725e-05,             3.5725e-05
                    241,                0.61931,                 0.3839,                0.89224,                0.94162,                0.95626,                0.97456,                0.80394,                0.72368,                0.37135,                0.91479,             3.3083e-05,             3.3083e-05,             3.3083e-05
                    242,                0.60181,                0.37094,                0.88097,                 0.9249,                0.96068,                0.97373,                0.80761,                0.71993,                 0.3727,                0.91401,             3.0442e-05,             3.0442e-05,             3.0442e-05
                    243,                0.61356,                0.37873,                 0.8907,                0.93291,                0.95465,                0.97336,                0.80644,                0.72051,                0.37408,                 0.9144,             2.7801e-05,             2.7801e-05,             2.7801e-05
                    244,                0.60686,                0.36922,                0.89096,                 0.9316,                0.96126,                0.97378,                0.80938,                0.71958,                0.37106,                0.91301,             2.5159e-05,             2.5159e-05,             2.5159e-05
                    245,                0.59065,                0.36609,                0.88023,                0.92917,                 0.9556,                0.97335,                0.80854,                0.72069,                 0.3692,                0.91377,             2.2518e-05,             2.2518e-05,             2.2518e-05
                    246,                0.60222,                0.36831,                0.87733,                0.92976,                0.94656,                0.97294,                 0.8033,                0.72253,                0.37324,                0.91447,             1.9877e-05,             1.9877e-05,             1.9877e-05
                    247,                0.59761,                0.37072,                0.89359,                 0.9333,                0.95122,                 0.9737,                0.80566,                0.72479,                0.37681,                0.91479,             1.7235e-05,             1.7235e-05,             1.7235e-05
                    248,                0.60479,                0.37286,                0.88395,                0.93719,                0.95667,                0.97394,                0.80598,                0.73157,                0.37266,                0.91632,             1.4594e-05,             1.4594e-05,             1.4594e-05
                    249,                0.59919,                0.37611,                  0.877,                0.93437,                0.95291,                0.97433,                0.80987,                0.71886,                0.37012,                0.91307,             1.1953e-05,             1.1953e-05,             1.1953e-05
